original_index,discussion_link,comment,removed,merged,method_signature,filename,link commit after,comment_ok,comment_found,change_ok,how to exclude,notes,commented_line,commented_file
123,,"Hm, I mostly followed their [tutorial on getting current location](http://developer.android.com/training/location/retrieve-current.html), which says to do this in onStop().
","before = after, contributor's comment",False,onStop,app/src/main/java/com/votinginfoproject/VotingInformationProject/activities/VIPTabBarActivity.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,no,,,contributor's answer,related to comment at line 120,477,app/src/main/java/com/votinginfoproject/VotingInformationProject/activities/VIPTabBarActivity.java
119,,"Should some indication be made to the user here?
",before = after,False,retryGetDirections,app/src/main/java/com/votinginfoproject/VotingInformationProject/activities/VIPTabBarActivity.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,yes,,no,contributor's answer (see line 126) shows why change is not needed,,448,app/src/main/java/com/votinginfoproject/VotingInformationProject/activities/VIPTabBarActivity.java
124,,"No, from here it might check again; if it really really can't be found, the directions list will show the appropriate message.
","before = after, contributor's comment",False,retryGetDirections,app/src/main/java/com/votinginfoproject/VotingInformationProject/activities/VIPTabBarActivity.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,no,,,contributor's answer,related to comment at line 121,448,app/src/main/java/com/votinginfoproject/VotingInformationProject/activities/VIPTabBarActivity.java
120,,"Ick. Theres no method on the Address class to do this already?
",before = after,False,formatAddress,app/src/main/java/com/votinginfoproject/VotingInformationProject/asynctasks/ReverseGeocodeQuery.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,yes,,no,contributor's answer (see line 127) shows why change is not needed,,90,app/src/main/java/com/votinginfoproject/VotingInformationProject/asynctasks/ReverseGeocodeQuery.java
125,,"I believe we discussed this in the PR for formatting addresses from the API; no, you'd have to override toString() anyways (the in-built one returns weirdly-formatted junk).  Also, depending on the context, it might be desirable to have newlines, or a single-line address, or add or remove other stuff.
","before = after, contributor's comment",False,formatAddress,app/src/main/java/com/votinginfoproject/VotingInformationProject/asynctasks/ReverseGeocodeQuery.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,no,,,contributor's answer,related to comment at line 122,90,app/src/main/java/com/votinginfoproject/VotingInformationProject/asynctasks/ReverseGeocodeQuery.java
121,,"typo
",-,False,onCreate,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,yes,,yes,,,61,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java
127,,"Derp, fixed.
","Irrelevant comment, contributor's comment",False,onCreate,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,no,,,contributor's answer,,61,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java
122,,"Would be a bit more consistent with above and easier to parse if it was:

```
if (use_location) {
...
} else {
...
}
```
",too long instance,False,onCreateView,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,yes,,yes,,,107,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java
126,,"Hm, okay.  Generally I try to put the most likely case first, for the slight performance benefit.
","too long instance, contributor's comment",False,onCreateView,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,no,,,contributor's answer,,107,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java
128,,"Inverted.
",contributor's comment,False,onCreateView,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java,https://github.com/votinginfoproject/android-white-label-app/commit/f3aa3c53e0e993b8b710d855b88d135b4d37fe7b,no,,,contributor's answer,,107,app/src/main/java/com/votinginfoproject/VotingInformationProject/fragments/DirectionsFragment.java
129,https://github.com/PLOS/rhino/pull/226,"I'm open to another name but I'm hoping to make it extra crystal clear. This specifically describes asset DOIs as found by parsing the manuscript, as opposed to the objects that exist in our DB or CRepo. See https://github.com/PLOS/wombat/pull/1066 regarding the need for this.
","Irrelevant comment, contributor's comment",True,serialize,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java,https://github.com/PLOS/rhino/commit/3d2617a35198117ab75a3388dd9eece4b253c8fc,no,,,contributor's comment,,70,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java
130,,"What does this comment refer to?
","before = after, comment to comment, Irrelevant comment",True,AssetMetadataView,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java,https://github.com/PLOS/rhino/commit/3d2617a35198117ab75a3388dd9eece4b253c8fc,yes,,yes,,inline comment changed,84,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java
131,,"`contextElement` is a field of `AssetMetadata` that we are deliberately leaving out of the view. Needs clearer phrasing?
","before = after, comment to comment, contributor's comment",True,AssetMetadataView,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java,https://github.com/PLOS/rhino/commit/3d2617a35198117ab75a3388dd9eece4b253c8fc,no,,,contributor's question to reviewer,related to discussion starting at line 132,84,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java
132,,"I would say 'do not include contextElement from assetMetadata'
","before = after, comment to comment",True,AssetMetadataView,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java,https://github.com/PLOS/rhino/commit/3d2617a35198117ab75a3388dd9eece4b253c8fc,yes,,yes,,"related to discussion starting at line 132
inline comment changed",84,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java
133,,"Changed.
","before = after, comment to comment, contributor's comment",True,AssetMetadataView,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java,https://github.com/PLOS/rhino/commit/3d2617a35198117ab75a3388dd9eece4b253c8fc,no,,,contributor's answer,related to discussion starting at line 132,84,src/main/java/org/ambraproject/rhino/view/article/versioned/ArticleIngestionView.java
134,https://github.com/obiba/mica2/pull/1503,It should be permitted to not specify a type because these are just all studies.,"method after not found, method after empty",True,listCollectionStudyStates,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java,https://github.com/obiba/mica2/commit/f2c2cf9a838da22c73c12d9deaeec1fb27ebd731,yes,,yes,,method arguments changed,71,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java
135,,"Should not specifying the type return all studies (harmonization and collection)? Currently, not specifying it would return the collection-study states.","method after not found, method after empty, contributor's comment",True,listCollectionStudyStates,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java,https://github.com/obiba/mica2/commit/f2c2cf9a838da22c73c12d9deaeec1fb27ebd731,no,,,contributor's question to reviewer,"related to discussion starting at line 136
method arguments changed",71,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java
136,,no type = any type,"method after not found, method after empty",True,listCollectionStudyStates,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java,https://github.com/obiba/mica2/commit/f2c2cf9a838da22c73c12d9deaeec1fb27ebd731,yes,,yes,,related to discussion starting at line 136,71,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java
137,,There is no longer any default type. /draft/study-states should merge both types when the param type is not specified.,"method after not found, method after empty, contributor's comment",True,listCollectionStudyStates,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java,https://github.com/obiba/mica2/commit/f2c2cf9a838da22c73c12d9deaeec1fb27ebd731,no,,,contributor's answer,related to discussion starting at line 136,71,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java
138,,check if type is null or empty,-,True,listCollectionStudyStates,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java,https://github.com/obiba/mica2/commit/f2c2cf9a838da22c73c12d9deaeec1fb27ebd731,yes,,yes,,,87,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java
139,,checked,contributor's comment,True,listCollectionStudyStates,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java,https://github.com/obiba/mica2/commit/f2c2cf9a838da22c73c12d9deaeec1fb27ebd731,no,,,contributor's answer,related to comment at line 140,87,mica-rest/src/main/java/org/obiba/mica/study/rest/StudyStatesResource.java
140,https://github.com/iFixit/iFixitAndroid/pull/190,"Not `mParent`?
","before = after, method befor not found",True,-,App/src/com/dozuki/ifixit/ui/guide/CommentReplyingEvent.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,"variable name changed to parentid instead of mParent
contributor's answer shows why change is not needed",,6,App/src/com/dozuki/ifixit/ui/guide/CommentReplyingEvent.java
143,,"For events, I like keeping it simple since we're not accessing them locally other than in the constructor.
","before = after, method befor not found, contributor's comment",True,-,App/src/com/dozuki/ifixit/ui/guide/CommentReplyingEvent.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to comment at line 142,6,App/src/com/dozuki/ifixit/ui/guide/CommentReplyingEvent.java
141,,"Could you make this be `static final` so we don't allocate a new object every time `buildView` is called?
",too long instance,True,buildView,App/src/com/dozuki/ifixit/ui/guide/CommentView.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,commented code did not change,,60,App/src/com/dozuki/ifixit/ui/guide/CommentView.java
164,,"Fixed 9550865
","too long instance, Irrelevant comment, contributor's comment",True,buildView,App/src/com/dozuki/ifixit/ui/guide/CommentView.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to comment at line 143,60,App/src/com/dozuki/ifixit/ui/guide/CommentView.java
142,,"This should be moved to `ImageSizes`. Fixed with 63453b8a3f983a6cbe5fb73101044b1ec736cfd0.
",too long instance,True,buildView,App/src/com/dozuki/ifixit/ui/guide/CommentView.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,commented code did not change,,76,App/src/com/dozuki/ifixit/ui/guide/CommentView.java
144,,"[`onCreate`](https://github.com/iFixit/iFixitAndroid/pull/190/files#diff-d97eb10c54c8e051fd1be2a546c9e146R69) expects `CONTEXT`, `CONTEXTID`, and `TITLE_KEY` to be set in the saved instance state but it isn't set here. Is this related to the `android:configChanges` that is set?
",-,True,onSaveInstanceState,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,,119,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
145,,"I just forgot to set those.  Good catch.
",contributor's comment,True,onSaveInstanceState,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to comment at line 146,119,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
146,,"What determines the return value of `getParent()` and how do both code paths work?
",before = after,True,finishCommentsActivity,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,contributor's answer shows why change is not needed,,146,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
165,,"http://developer.android.com/reference/android/app/Activity.html#getParent%28%29 

I probably didn't need to include this check since the activity is not an embedded child, but it doesn't hurt.
","before = after, contributor's comment",True,finishCommentsActivity,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to comment at line 148,146,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
147,,"This can be replaced with `for (Comment comment : mComments)`.
",Irrelevant comment,True,onCommentDeleted,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,reviewer's comment (see line 151) shows why change is not needed,,159,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
149,,"Oh, you're using `Iterator.remove()` to remove elements. Carry on.
",-,True,onCommentDeleted,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,,related to comment at line 149,159,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
150,,":smile: 
","Irrelevant comment, contributor's comment",True,onCommentDeleted,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to discussion starting at line 149,159,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
148,,"Same here.
",Irrelevant comment,True,onCommentDeleted,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,reviewer's comment (see line 151) shows why change is not needed,same' with respect to comment at line 146,165,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
163,,"Same here.
",Irrelevant comment,True,editComment,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,same' referring to comment at line 164,165,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
151,,"Unless I'm mistaken, this can use the foreach syntax (`for (Comment reply : c.mReplies)`) to avoid duplicating `c.mReplies.get(i)` several times.
",Irrelevant comment,True,onCommentEdited,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,,228,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
152,,"Commented out code.
",Irrelevant comment,True,onCommentEdited,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,,243,App/src/com/dozuki/ifixit/ui/guide/CommentsActivity.java
153,,"Isn't this always true?
",-,True,getView,App/src/com/dozuki/ifixit/ui/guide/CommentsAdapter.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,,57,App/src/com/dozuki/ifixit/ui/guide/CommentsAdapter.java
155,,"Yea... Embarrassing :smile: 
","Irrelevant comment, contributor's comment",True,getView,App/src/com/dozuki/ifixit/ui/guide/CommentsAdapter.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to comment at line 155,57,App/src/com/dozuki/ifixit/ui/guide/CommentsAdapter.java
154,,"I think all of this reply business belongs in `CommentView.buildView()` because it's modifying views inside of it but I suppose it isn't critical to move it.
",Irrelevant comment,True,getView,App/src/com/dozuki/ifixit/ui/guide/CommentsAdapter.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,"comment shows change is not really necessary
before = after",,65,App/src/com/dozuki/ifixit/ui/guide/CommentsAdapter.java
156,,"Looks like this is duplicated in `onOptionsItemSelected`. I'd be in favor of removing this and proxying it to that method if that's not the default method. Also, we should `setEnabled($mGuide != null)` to avoid the `mGuide != null` check here.
",-,True,onCreateOptionsMenu,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,commented code did not change,,217,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewActivity.java
157,,"When would `countView` be `null`?
",-,True,onPrepareOptionsMenu,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,no,commented code did not change,,262,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewActivity.java
158,,"`getStepIndex()`?
",too long instance,True,onOptionsItemSelected,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewActivity.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,,320,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewActivity.java
159,,"This isn't called anywhere. Are any of these `GuideViewAdapter` changes needed?
","before = after, method befor not found",True,-,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewAdapter.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,method deleted as requested,,109,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewAdapter.java
160,,"Nope. Leftovers.
","before = after, method befor not found, contributor's comment",True,-,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewAdapter.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,no,,,contributor's answer,related to comment at line 161,109,App/src/com/dozuki/ifixit/ui/guide/view/GuideViewAdapter.java
161,,"This `if` statement can be replaced with `user.setAvatar(parseImage(jUser, ""image""))`.
",-,True,parseUserLight,App/src/com/dozuki/ifixit/util/JSONHelper.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,,,539,App/src/com/dozuki/ifixit/util/JSONHelper.java
162,,"I'd much prefer `Log.e(TAG, ""New comment body"", e);`
",Irrelevant comment,True,newComment,App/src/com/dozuki/ifixit/util/api/ApiCall.java,https://github.com/iFixit/iFixitAndroid/commit/e74e7a77a1ebe08b72a09b4b41938115f1ce9238,yes,,yes,commented code changed with log,,367,App/src/com/dozuki/ifixit/util/api/ApiCall.java
166,https://github.com/apache/cloudstack/pull/2503,What about a log here to show the admin when a data storage is either not mounted or not accessible?,-,True,verifyAllHostsMountedDatastore,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,"- log not added
- discussion shows why change is not needed",,2702,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
171,,"@rafaelweingartner We could do that, but it's not technically a problem at this point in execution. For example, when we create a datastore on an iSCSI target, it can take up to 30 seconds or so for each host in the cluster to mount the new VMFS volume. When this code returns false, it is just telling the calling code that the VMFS volume is not mounted on all hosts in the cluster. The calling code will wait a bit longer and then re-invoke this method to see if the VMFS volume is now mounted on all hosts in the cluster. At two minutes of trying and failing, the calling code stops invoking this method and just fails the operation.",contributor's comment,True,verifyAllHostsMountedDatastore,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's comment,related to discussion starting at line 168,2702,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
172,,"I know it is not a problem, but it felt like a good thing to log. 
I mean, I did not check others methods that use this block of code to see if they would log meaningful messages in case of a false return here. Reading your explanation it seems that when the operation fails there is some sort of logging to help administrators to understand the problem.  If that is the case, I agree that we do not need to add anything here.",-,True,verifyAllHostsMountedDatastore,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to discussion starting at line 168,2702,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
173,,"There is only one method that currently calls verifyAllHostsMountedDatastore2. If it times out (after two minutes of calling verifyAllHostsMountedDatastore2 every five seconds), then it throws an exception with details.",contributor's comment,True,verifyAllHostsMountedDatastore,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to discussion starting at line 168,2702,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
174,,"Ah, ok.
thanks for the explanations.",-,True,verifyAllHostsMountedDatastore,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to discussion starting at line 168,2702,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
167,,Do you need this catch all here? Can't you use a more specific exception?,before = after,True,getDatastoreName,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,"contributor's answer shows why change is not needed, reviewer agrees",eventually the catch was removed,3061,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
179,,"I agree that a more specific exception would be ideal. However, unfortunately, the VmwareStorageProcessor class seems to have a long history of throwing Exception all over the place. In this case, I'm calling existing methods that throw Exception, so I just catch it and log it.","before = after, contributor's comment",True,getDatastoreName,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's answer,related to comment at line 169,3061,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
180,,"Sorry, I did not see that the methods you were using are throwing Exception.
It is fine then. ",before = after,True,getDatastoreName,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to discussion starting at line 169,3061,plugins/hypervisors/vmware/src/main/java/com/cloud/storage/resource/VmwareStorageProcessor.java
168,,what about using `org.apache.commons.lang3.ArrayUtils.isEmpty(long[])` here?,-,True,isCloudStackOnlyVag,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,,,,,,360,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
175,,Sounds good. Done. It will be in the next commit.,contributor's comment,True,isCloudStackOnlyVag,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's comment,"related to comment not shown here, change was implemented",360,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
169,,Can you use proper java doc notation? Those notations there `//` are for code comments.,"before = after, Irrelevant comment",True,handleVagForHost,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,,,,,,516,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
176,,"So, that's an interesting question. In this case, these comments are aimed at a developer who is looking for help in understanding the logic of the method as opposed to a developer who is looking to simply invoke the method to have some work done for him/her. I'm OK with using JavaDoc, if you feel that makes more sense here, but I figured I would clarify to you first what the intent of these comments is. Please let me know if you'd still like to see this in JavaDoc form. Thanks!","before = after, too long instance, Irrelevant comment, contributor's comment",True,handleVagForHost,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's comment,related to comment not shown here,516,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
178,,"You have a clear definition of the difference between Javadocs and java comments. That is awesome 👍 

I asked because I have seen people trying to write documentation, but they used comment notation instead. If you believe it is ok with Java comment notation, I am ok with it ;)
","before = after, Irrelevant comment",True,handleVagForHost,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to comment at line 178,516,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
170,,The same here regarding Java docs,before = after,True,getVolumeIds,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,,,,,,578,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
177,,Done. It will be in the next commit.,"before = after, contributor's comment",True,getVolumeIds,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's comment,"related to comment not shown here, change was implemented",578,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
182,,":) this method could be renamed to compileSolidFireAccountName(..) or formatSolidFireAccountName(..), right? as has been done in recent cleanups in other parts of the code.",before = after,True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,,,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
184,,"We could. The idea is really just to get the String representation of the SolidFire account for the CloudStack account in question. I'm definitely open to changing the method name, if you think it would help. The word ""compile"" is OK, but it typically invokes thoughts of a code compiler to me.","before = after, contributor's comment",True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's answer,related to discussion starting at line 184,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
187,,"What about ""create"", ""generate"", ""build"", ""construct"", or something similar?",before = after,True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,,related to discussion starting at line 184,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
